"assessid","stockid","stocklong","bioid","biovalue","bioyear","bionotes","bioshort","biolong","biounitsshort","biounitslong","sciname"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-1/yr","0.35","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmsy-1/yr","0.35","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-MT","60000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBtrigmsy-MT","60000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2014-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","F-AGE-yr-yr","3 to 7","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-1/yr","0.32","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmsy-1/yr","0.32","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-MT","60000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBtrigmsy-MT","60000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2015-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","F-AGE-yr-yr","3 to 7","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Flim-1/yr","0.88","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-1/yr","0.32","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmsy-1/yr","0.32","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBlim-MT","40800","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-MT","60000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBtrigmsy-MT","60000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2016-ICESIMP2016","HERRRIGA","Herring Gulf of Riga East of Gotland","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","F-AGE-yr","3 to 7","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Flim-1/yr","0.88","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-1/yr","0.32","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmsy-1/yr","0.32","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Fpa-1/yr","0.63","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBlim-MT","40800","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-MT","60000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBpa-MT","57100","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBtrigmsy-MT","60000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2017-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","F-AGE-yr","3 to 7","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Flim-1/yr","0.88","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-1/yr","0.32","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Fmsy-1/yr","0.32","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","Fpa-1/yr","0.63","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBlim-MT","40800","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-MT","60000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBpa-MT","57100","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","SSBtrigmsy-MT","60000","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-HERRRIGA-1976-2018-ICESIMP2018","HERRRIGA","Herring Gulf of Riga East of Gotland","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Clupea harengus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","F-AGE-yr-yr","3 to 5","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","F0.1-1/yr","0.67","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","Fmsy-1/yr","0.35","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","Fpa-1/yr","0.4","NULL","Fmed estimate in 1998, allowing for variable natural mortality. There are doubts about the validity of the Fpa reference point in the light of the increased natural mortality which at present cannot be determined accurately.",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","Habitat-Habitat","Pelagic marine","NULL","","Habitat","Habitat, (pelagic marine; demersal marine; diadromous; wholly freshwater)","Habitat","habitat type","Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","MAT-CALC-0-1","1","NULL","","MAT-CALC","Maturity 50% calculation: 0=by cohort,1=by age","0-1","0=by cohor or 1=by age","Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","MAX-AGE-yr","8","NULL","","MAX-AGE","Maximum age","yr","years","Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","REC-ESTIMATED-yr-yr","2001-2010","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","TB-AGE-yr","1+","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","TB-TYPE-0-1","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","Trophiclevel-value","3","NULL","","Trophiclevel","should be entered from FishBase, and the HIGHEST value should be entered","value","float value","Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2011-NEUBAUER","SPRAT22-32","Sprat Baltic Areas 22-32","Z-AGE-yr-yr","1 to 8","NULL","Use variable M depending on MSVPA output- values in Table 7.8","Z-AGE","Ages used to compute total mortality","yr-yr","range of years","Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","F-AGE-yr-yr","3 to 5","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Flim-1/yr","0.39","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-1/yr","0.29","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmsy-1/yr","0.29","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBlim-MT","410000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-MT","570000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBtrigmsy-MT","570000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2013-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","F-AGE-yr-yr","3 to 5","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Flim-1/yr","0.39","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-1/yr","0.29","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmsy-1/yr","0.29","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBlim-MT","410000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-MT","570000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBtrigmsy-MT","570000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2014-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","F-AGE-yr-yr","3 to 5","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Flim-1/yr","0.39","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-1/yr","0.26","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmsy-1/yr","0.26","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBlim-MT","410000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-MT","570000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBtrigmsy-MT","570000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2015-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","F-AGE-yr-yr","3 to 5","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Flim-1/yr","0.39","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-1/yr","0.26","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","Fmsy-1/yr","0.26","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBlim-MT","410000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-MT","570000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","SSBtrigmsy-MT","570000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2016-ICESIMP2016","SPRAT22-32","Sprat Baltic Areas 22-32","TB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","F-AGE-yr","3 to 5","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","Flim-1/yr","0.39","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-1/yr","0.26","NULL","Fmsy-1/yr",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","Fmgt-type-refpt","Fmsy-1/yr","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","Fmsy-1/yr","0.26","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","Fpa-1/yr","0.32","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","REC-AGE-yr","1","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","SSB-SEX-sex","0","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","SSBlim-MT","410000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-MT","570000","NULL","SSBtrigmsy-MT",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","SSBmgt-type-refpt","SSBtrigmsy-MT","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
"WGBFAS-SPRAT22-32-1973-2017-ICESIMP2018","SPRAT22-32","Sprat Baltic Areas 22-32","SSBpa-MT","570000","NULL","",NA,NA,NA,NA,"Sprattus sprattus"
